January,February,March,April,May,June,July,August,September,October,November,December
118,93,130,124,85,117,1677,1766,431,1004,93,1416
119,1520,165,1346,88,0,0,101,117,1065,506,925
166,0,105,203,120,0,0,99,1483,91,86,263
117,116,139,93,873,351,500,1348,104,86,119,581
108,0,221,1227,71,117,124,122,735,419,88,1334
131,132,166,1555,1782,279,176,156,716,1073,0,0
77,654,1324,105,100,259,380,103,777,1679,119,71
0,116,133,866,759,1125,173,399,141,115,1136,544
1756,90,97,0,970,153,127,128,125,1509,1428,1172
978,1499,120,884,83,333,128,111,88,523,1618,226
103,104,343,1359,123,121,616,162,0,0,171,0
1644,593,964,1131,572,310,1379,432,296,0,123,1485
0,1475,554,1192,123,135,1763,600,111,0,113,1604
120,105,102,370,0,1394,1424,1624,892,1639,106,143
1027,0,172,425,87,511,1493,772,76,465,127,110
1356,271,1772,868,0,836,79,1714,391,642,126,0
1752,113,689,916,1777,1241,133,101,1305,945,573,1333
89,107,641,676,786,1593,122,646,93,1212,779,1638
89,1641,123,970,94,774,158,910,1695,1743,1458,0
1036,116,1599,234,86,132,0,1541,885,172,637,1346
0,1751,714,1749,169,831,1431,1565,1139,1231,1320,0
800,162,1795,1007,1259,753,921,157,128,117,1557,1159
90,0,122,622,1517,0,0,1068,105,1350,790,987
109,180,76,0,1205,0,81,1331,156,87,1263,92
113,0,1066,676,867,436,151,100,96,471,1714,121
113,91,854,417,517,284,97,115,859,1646,0,1204
0,1553,644,1180,1739,1302,126,107,114,1668,1753,334
102,131,132,127,159,168,328,1607,162,97,425,114
0,133,72,507,411,371,110,119,171,1301,137,0
118,144,661,81,96,76,107,130,1583,306,78,712
1209,1352,537,120,0,1524,718,311,1237,91,1100,94
125,178,1416,109,152,352,1510,1005,0,107,126,256
100,94,1641,95,1383,107,117,179,1650,488,90,1341
91,853,868,150,153,1180,123,83,1569,173,551,172
521,180,1062,1313,105,1076,776,135,92,115,400,371
0,85,1579,117,624,371,0,0,97,549,126,156
89,124,688,727,0,1034,1394,120,820,1584,1546,295
342,502,1035,832,0,1516,579,1397,87,0,1080,202
107,553,658,131,92,1655,1268,133,175,125,132,96
921,132,118,1642,1205,0,822,283,170,1132,171,1670
93,180,126,106,1280,1017,98,1685,132,152,96,154
121,105,90,0,653,122,100,135,884,229,130,1609
0,1311,901,1144,93,852,1493,134,589,538,915,222
786,1219,89,923,100,107,74,96,116,1705,0,113
479,167,499,130,1779,294,114,681,110,264,112,346
559,168,174,1343,0,135,204,313,106,221,114,219
113,169,338,1767,1793,1637,159,1041,140,1044,111,87
1075,133,1501,124,366,0,947,79,855,431,492,1132
84,0,136,1381,114,495,1459,124,1486,1394,87,495
924,1752,1185,303,1680,167,0,347,1448,116,159,1750
507,149,169,0,131,1400,1045,103,868,85,164,338
827,0,858,1013,154,83,1671,864,119,732,356,0
155,718,137,71,96,96,0,1438,110,1495,792,0
1617,507,511,744,1165,104,658,1681,568,0,1449,117
562,1568,1271,268,0,721,1554,87,88,124,277,119
107,90,135,200,1633,1706,1264,237,106,456,641,205
1222,172,1761,107,127,132,1098,877,94,118,95,0
928,0,551,87,110,1300,628,112,1417,1330,1225,96
115,783,442,93,1432,634,103,113,104,1236,177,704
1332,80,1579,591,1438,1349,123,248,168,0,126,1057
0,1194,1570,81,655,1028,1135,1504,109,609,164,1764
156,162,848,1277,1437,114,0,85,94,1001,95,130
116,172,1384,121,0,0,102,1415,1351,87,126,0
135,125,0,1640,1324,0,108,275,131,371,1437,919
100,384,0,101,0,1208,156,132,91,83,142,1208
451,1177,130,116,1744,1666,110,89,968,1494,134,1134
604,591,430,93,1091,0,106,672,110,105,0,823
114,1376,168,1578,1290,296,96,111,130,0,1529,124
120,168,554,116,1229,133,133,130,901,129,1713,102
116,96,124,999,142,1379,750,0,1230,102,140,241
200,0,169,102,1616,88,1398,119,73,1596,753,839
1142,105,1197,1290,218,129,130,1589,1424,1278,1195,1025
514,123,122,86,281,1563,1366,1771,88,115,104,123
80,746,0,163,714,107,135,0,676,94,90,434
455,107,170,87,134,142,102,93,745,447,0,1081
117,147,507,104,1297,104,769,95,1149,130,1121,1356
1510,1297,0,149,0,104,0,0,255,114,1095,1262
1363,0,1216,1683,926,90,369,124,1493,0,1028,1257
114,100,106,617,0,1755,119,96,1620,847,1221,430
481,1424,0,983,0,86,1561,0,140,377,127,1439
1565,601,1002,179,1513,1014,1088,1755,92,0,1170,1294
136,103,118,123,92,119,100,797,131,1778,1164,0
1053,101,218,126,1380,298,129,817,0,1188,147,123
144,601,180,1580,833,1437,0,424,121,120,1015,158
693,123,1794,730,1328,117,883,899,866,1385,1379,0
0,1137,1402,132,1763,100,0,1292,405,1761,0,1559
617,77,91,0,162,0,134,1251,134,596,103,99
173,644,91,1675,557,131,519,76,612,121,134,1164
111,785,1470,77,1153,167,1349,0,91,96,0,319
298,1272,101,234,166,116,498,87,487,1115,1651,1369
1237,1051,1534,940,93,965,737,654,0,1331,94,1533
105,640,993,99,149,1160,130,128,1544,120,105,144
118,105,134,84,129,119,81,0,1549,99,1462,680
83,84,129,125,0,115,1603,99,1412,594,128,1526
0,0,0,0,0,0,0,0,0,0,0,0
1060,0,1299,0,86,729,1290,1207,98,1022,92,0
169,0,0,0,92,956,1184,0,131,80,563,89
112,85,817,89,127,118,133,1272,345,117,1765,0
160,0,123,159,97,843,1361,1738,753,116,1600,903
213,1662,1391,0,105,93,0,298,1071,118,384,1642
107,153,968,101,171,561,108,149,135,1691,170,93
523,0,1567,549,1221,1316,119,128,0,146,1006,128
85,1191,0,0,1729,1394,0,0,0,0,0,0
263,84,624,1502,1787,105,107,130,307,116,682,100
1050,1319,1601,0,0,0,0,0,0,0,0,0
1554,672,1174,135,109,1195,1760,0,1292,425,129,534
92,1676,111,1400,847,1728,825,544,180,85,122,1785
812,1546,1624,0,751,70,1622,98,858,530,99,606
1684,88,0,1160,127,786,613,1630,143,1545,130,1593
76,0,0,414,1054,939,113,749,1131,1027,1331,98
89,110,106,1632,351,211,666,1513,755,97,873,1550
1752,156,93,279,81,845,1202,0,102,122,1084,902
1436,129,123,0,121,819,470,134,754,1103,107,1553
906,1608,1379,148,291,496,794,596,888,710,493,159
1142,285,1056,88,1768,1138,396,1287,122,139,1487,99
1094,149,391,970,180,1420,159,91,1321,125,598,1754
128,94,109,866,121,98,110,334,1037,1080,122,1380
0,1483,789,1119,1761,1696,702,1742,1347,1098,1290,529
126,99,0,1739,295,959,173,98,1606,1322,117,714
0,135,1572,0,219,1094,102,1066,635,93,86,1769
924,0,0,262,952,561,88,610,84,1642,1361,0
687,894,1467,119,550,1505,153,820,154,131,104,0
0,849,923,690,70,1466,626,1506,97,299,167,1247
570,88,1704,113,157,1425,592,132,1625,0,1181,108
106,116,207,507,0,0,1392,1679,1590,78,0,131
1590,470,391,176,87,534,531,1229,155,131,683,106
161,123,405,723,101,1157,93,114,123,1407,119,631
1125,630,105,237,1472,0,986,118,1610,124,333,1466
850,701,121,99,107,1461,86,86,105,409,0,107
0,1457,127,1525,84,1217,140,160,1766,1147,949,86
428,564,135,0,647,105,72,341,104,141,910,131
121,774,0,121,768,1149,491,0,85,0,0,102
112,1258,177,1469,154,947,1104,1556,470,725,784,1736
108,355,619,126,89,85,88,658,0,118,1146,1493
122,1197,86,0,0,799,98,1403,85,167,83,90
156,431,162,0,649,530,169,111,1672,604,131,1513
117,113,612,94,1145,0,106,101,1155,112,504,0
0,179,945,1246,100,106,0,1261,95,1463,640,124
632,568,119,360,700,1666,103,132,119,646,112,0
100,82,511,100,1187,108,111,978,0,360,1297,1027
1386,0,460,1796,571,97,920,0,0,0,106,872
1399,1551,82,1095,76,91,126,110,133,1619,561,886
104,370,115,337,92,1747,137,281,690,1775,126,124
845,1249,119,389,1694,110,119,670,619,1540,685,516
0,240,1142,470,117,458,86,213,93,1795,215,1647
131,91,1114,0,929,111,1311,1342,1160,1719,1750,0
437,112,352,81,1718,0,0,0,0,0,0,92
151,70,739,0,1010,1659,120,729,126,126,1440,1728
139,0,511,1278,404,1107,1456,956,1629,1030,550,0
0,1538,641,309,96,122,120,1478,104,152,628,175
811,217,1690,90,254,373,0,82,1338,0,1029,428
1753,133,319,0,110,1761,662,118,1004,89,148,1640
140,375,124,85,1342,126,135,997,1493,130,100,1681
459,121,484,206,93,1762,1326,890,92,0,0,1334
145,108,128,102,438,1512,124,351,406,611,146,275
423,1701,1252,1287,1593,0,103,97,454,1614,113,340
355,105,899,785,152,776,1334,0,1696,113,0,114
0,615,151,355,1742,1469,73,1333,102,153,229,1503
92,699,130,673,892,296,1445,330,1400,97,0,143
554,1604,540,621,1610,1138,636,128,124,357,74,127
1736,105,384,98,123,1672,638,94,432,694,565,101
648,276,122,93,116,706,439,93,206,1494,0,99
1359,1344,157,577,87,171,96,1291,155,1046,335,722
474,1272,135,98,403,0,0,98,70,96,77,99
106,0,130,150,74,1619,97,86,123,85,109,482
115,943,89,1234,100,1177,102,1236,1205,1169,75,1757
1799,0,126,483,136,179,928,115,235,608,117,710
112,262,385,134,127,107,143,1107,93,1356,137,131
1388,109,131,137,686,1748,1244,0,113,868,0,174
1632,152,80,605,72,848,728,89,1699,928,0,100
331,159,767,0,113,0,1771,109,890,79,1794,92
863,691,1115,1500,443,155,433,1347,844,0,1149,1166
315,110,118,1050,1143,111,87,848,0,831,88,269
133,1244,93,143,0,602,556,0,180,419,0,1529
1704,229,1071,134,1045,1696,317,768,94,549,0,1070
680,112,932,1115,794,441,138,1631,995,126,1552,1510
169,103,1310,562,1009,1622,166,133,1511,513,698,113
87,132,1208,866,1438,104,1683,661,1013,1185,402,74
543,123,112,155,130,328,106,883,1684,107,790,90
102,81,441,132,1396,1192,166,1475,1422,737,1264,164
1081,1731,269,131,1238,108,1530,94,1128,342,129,142
143,100,100,98,129,99,0,0,0,444,1141,633
1577,170,96,1672,0,1267,617,1047,70,155,178,0
151,327,201,0,0,477,788,788,811,121,85,1359
1582,110,405,0,180,0,0,1555,1475,135,1121,147
1628,693,95,733,1134,737,748,133,121,1301,86,960
0,132,98,0,132,1683,105,115,290,950,320,240
131,1609,0,708,1198,545,1758,115,107,0,1280,111
1777,597,1588,0,125,129,1038,1244,1376,175,0,75
79,476,179,110,0,98,176,761,643,1459,0,819
178,1555,295,134,0,0,125,102,99,617,216,1260
510,123,1271,1380,124,969,0,1237,1570,1289,787,980
1378,0,128,103,813,0,396,1364,981,1593,1651,466
101,110,176,0,404,89,113,105,337,122,113,539
116,125,0,0,127,569,103,111,270,485,114,0
617,508,88,1588,142,125,203,81,588,1690,1712,1365
792,799,125,118,1687,135,1486,78,1134,413,75,0
1153,0,107,1271,144,1575,1320,945,1032,751,173,110
1281,106,114,962,141,163,99,849,0,1683,148,168
121,160,133,87,98,754,95,0,130,1513,1765,115
545,1084,835,1236,0,514,200,1562,0,90,0,90
890,1084,135,0,1762,361,132,209,1460,1438,973,119
561,99,733,89,90,158,0,944,173,116,1316,118
0,132,1383,949,101,90,797,126,114,877,911,98
864,123,1284,1398,1707,0,0,125,326,0,0,84
1335,1371,1446,87,1632,321,117,778,175,76,1421,0
92,866,114,1207,1347,573,1642,1223,1044,1557,73,89
1546,619,360,0,845,100,988,1765,1360,1741,1170,1071
124,0,317,724,1643,96,0,383,76,565,1197,160
0,1681,1798,428,102,114,126,179,115,638,138,116
774,856,165,1352,810,116,124,1533,951,0,0,115
440,115,170,848,115,133,0,70,164,815,173,89
179,1147,400,834,683,127,743,173,104,985,1045,100
1252,606,149,169,277,165,0,0,113,159,569,71
477,1662,112,1762,116,0,1262,1348,134,347,0,0
85,655,0,71,134,1620,1242,214,101,515,476,1615
857,112,141,136,1589,94,1329,1151,1618,1008,107,147
471,116,395,1753,0,136,96,1308,126,671,1096,167
118,1052,443,93,840,91,135,588,587,1171,1604,137
0,74,127,928,282,104,1761,564,98,513,107,116
511,508,430,1098,173,1607,173,121,0,70,118,90
96,0,1175,130,87,89,1391,111,115,910,125,111
220,108,99,88,1437,798,0,0,1671,282,1613,88
1088,1635,158,126,1516,0,771,97,97,134,351,110
144,0,885,1680,791,540,92,75,161,860,115,662
1068,1651,1767,765,830,0,1327,1130,118,128,106,670
0,93,130,83,894,219,366,940,873,120,147,1186
1381,1112,696,674,141,1356,605,0,75,1209,680,0
595,915,1175,1274,280,175,0,579,380,99,113,1027
996,99,140,1734,1383,0,1528,469,1078,836,861,1311
1244,113,371,104,1793,121,0,936,981,1182,0,1709
174,1094,114,901,96,119,87,1550,502,484,70,345
1565,143,166,0,0,0,0,0,0,0,0,0
90,0,1127,107,1765,601,103,681,119,917,95,424
108,1341,0,0,1169,0,432,552,1060,925,126,713
165,280,105,96,0,1320,90,236,0,81,94,490
112,0,352,0,128,124,0,1587,756,142,87,1021
1548,105,0,120,1373,1782,1799,126,171,1328,87,610
739,402,556,1748,788,1279,0,119,1339,602,108,819
1437,88,114,1367,90,127,90,117,285,153,548,0
1299,127,118,111,1576,109,232,0,121,73,0,1133
96,308,588,103,614,234,92,757,1691,1046,1723,1289
105,899,1063,834,108,111,128,107,109,134,85,70
1499,887,492,710,385,730,127,1431,88,99,0,99
127,0,529,104,81,128,124,90,1225,408,807,85
129,1462,0,1563,135,756,125,88,0,96,1124,114
97,127,1438,91,1201,1068,159,123,979,118,100,140
115,907,372,102,127,1680,143,127,103,1563,1609,87
81,814,986,1628,425,0,0,94,1573,1662,1760,159
141,1115,116,86,1340,126,126,1723,332,689,804,138
157,0,0,88,108,91,103,1799,823,491,1297,1025
0,1226,596,86,115,1341,554,0,0,1085,91,0
1280,1440,77,174,1407,564,709,692,1019,903,720,1496
92,90,722,0,1710,1013,134,964,1500,682,92,94
1231,562,1564,399,504,111,1010,0,643,1704,1092,77
823,415,95,0,179,1087,118,1035,0,162,1607,229
135,1417,0,1001,101,833,844,119,122,1519,97,934
1245,121,179,126,406,108,1480,149,1764,0,106,1470
0,759,689,1076,70,837,759,160,1122,128,143,666
89,741,0,95,358,990,87,88,121,141,128,89
0,0,97,134,151,1139,104,850,0,1044,791,173
97,127,0,999,267,124,1052,104,1460,119,1489,285
0,0,0,0,0,0,0,0,0,0,0,0
1080,96,122,758,101,1334,1587,104,141,0,0,970
101,683,948,0,506,1525,123,0,124,123,102,0
325,1295,124,141,835,80,1480,1673,84,712,1587,510
0,107,315,768,242,1030,1563,111,1697,1537,1418,101
128,1661,133,119,0,116,1722,948,851,1800,1180,0
0,176,88,742,1215,0,0,162,98,124,0,97
113,659,1222,441,1178,1365,641,941,166,1657,171,101
0,150,0,0,148,119,132,291,136,932,123,179
1461,0,692,173,1170,1587,168,99,124,0,0,579
371,1338,178,106,91,785,116,241,499,412,162,435
1486,0,279,663,1237,696,996,100,1593,420,103,156
162,98,1697,161,107,1595,79,245,1057,1709,0,133
1002,149,1238,420,1412,97,1527,121,1545,1579,1171,1786
1441,1331,1222,320,305,0,497,919,588,1313,1131,111
1411,1658,164,602,409,0,226,110,112,122,0,814
116,91,166,0,1344,521,78,112,417,170,97,166
108,99,169,96,101,0,620,1409,1033,690,1343,201
113,483,0,92,921,0,1224,0,0,705,1025,451
130,133,1174,151,91,0,0,1590,130,1267,1553,794
795,0,214,1446,288,98,941,138,70,77,1346,640
140,0,124,1168,1539,1395,1048,130,587,1450,124,97
1137,95,1695,1441,113,380,217,0,133,150,177,1613
162,997,1295,800,122,902,1492,700,736,111,104,1625
319,177,106,103,1246,224,1370,232,166,127,105,147
89,1170,406,92,450,89,565,500,568,1708,79,127
100,1647,93,87,126,0,0,1502,406,1299,554,1256
179,0,1346,773,91,0,1751,749,1577,895,710,0
258,109,80,1687,0,141,109,1032,102,1243,1069,267
683,1418,448,0,1008,115,0,95,1616,113,96,0
687,0,0,0,1028,89,0,775,133,88,1131,439
550,1525,89,117,723,800,132,88,334,124,89,616
239,0,276,1655,837,1190,89,145,136,145,438,1474
92,876,88,106,919,584,1795,1229,88,977,989,913
335,0,670,105,91,0,555,327,1482,153,177,132
1385,132,1071,90,126,1093,0,142,117,135,126,0
111,87,1027,112,171,319,1241,0,876,1162,0,611
87,1626,110,1527,0,927,0,140,1450,301,140,1215
1013,0,166,679,108,1506,1720,346,967,132,1180,127
1234,916,1492,523,149,1456,130,834,1363,576,1382,82
0,1117,0,1242,85,1060,1340,611,153,875,0,97
105,96,870,131,1203,1131,135,95,1162,837,1726,567
623,753,151,110,394,98,642,125,1361,170,111,1645
93,85,824,0,1271,483,100,0,1747,0,578,901
132,72,746,1527,726,0,159,0,1104,128,1288,426
243,0,1150,98,1725,137,427,93,0,1067,128,482
1425,268,883,176,0,1536,1722,105,130,484,105,98
1355,128,121,1414,1389,261,789,293,203,1252,355,1371
87,634,960,489,97,180,514,156,121,87,1407,1219
164,1124,1672,114,118,447,109,1044,1052,74,141,78
0,1224,424,0,87,149,105,1695,104,123,846,905
111,143,536,95,0,822,1050,83,124,98,1103,168
0,1650,0,655,685,334,129,86,529,1493,97,92
908,1296,690,408,101,172,740,146,617,1289,102,86
149,1172,1043,916,817,890,113,81,116,176,79,555
589,114,1654,119,163,152,589,179,88,1031,1760,82
742,134,956,820,107,663,116,1361,526,128,81,1301
1181,98,0,1050,125,179,114,1331,135,101,742,533
111,0,1405,1693,446,1403,0,452,1580,0,0,1800
991,0,97,142,1769,1681,121,85,135,0,128,1768
1645,1431,147,227,93,969,140,1211,1171,253,130,455
1185,0,1780,174,961,138,168,115,407,117,586,127
1004,1504,98,1547,71,97,103,1202,767,1779,123,108
992,1649,156,85,1737,1208,618,1407,565,112,1199,1255
135,0,91,132,553,265,1697,396,0,74,125,145
151,0,157,114,175,130,114,746,1374,132,826,0
133,675,134,1616,108,118,920,496,126,86,131,759
127,167,975,101,79,133,123,1251,103,1435,456,1702
1219,1183,879,210,1271,968,94,932,1234,123,1782,451
264,1388,78,587,1038,201,734,94,102,1142,265,177
1523,129,1492,757,363,99,0,109,118,124,0,1684
1365,550,89,1377,1781,70,118,1174,149,512,86,90
1613,152,148,163,159,202,695,110,113,661,175,116
1148,854,1284,857,111,90,124,1466,180,172,1391,659
0,102,787,672,129,1659,537,0,1326,674,129,846
111,753,141,121,568,102,111,110,136,1555,1103,118
127,460,1162,1463,734,605,0,209,1122,814,1600,96
383,114,1055,134,159,361,959,1253,576,841,154,236
144,0,132,112,770,116,126,153,102,134,1363,1064
931,125,89,1592,73,89,0,1271,239,100,124,90
82,478,178,1224,1180,1553,732,814,117,817,474,130
1591,559,1266,131,1178,371,0,1343,214,94,223,759
1116,1471,539,89,795,1488,1222,123,115,113,821,494
1715,1435,494,95,85,1783,665,1351,139,1719,0,1598
613,166,1286,124,109,85,1351,122,95,968,1184,159
0,121,104,169,85,1353,750,90,527,956,1391,146
1503,71,83,0,0,124,1781,158,838,130,1789,473
975,110,691,712,791,889,88,905,1529,103,1485,149
1294,158,399,1790,424,991,0,1286,588,1543,0,222
1574,0,1721,103,1701,90,1783,0,1082,127,0,815
0,604,559,305,116,1077,121,155,854,617,134,600
101,1552,100,131,277,146,1155,877,0,976,128,1220
164,1273,89,122,159,0,1575,98,80,135,481,1776
646,1276,152,101,123,86,1015,439,0,1440,133,115
98,1167,1190,623,477,116,122,110,942,1053,1750,94
124,1072,544,1451,971,1193,449,103,0,262,1056,115
100,395,126,135,1603,106,1598,1712,1642,948,661,556
0,1264,117,107,267,0,106,0,729,364,88,682
120,803,905,85,708,1279,787,757,0,1645,692,1687
582,164,112,99,89,947,385,1214,160,693,695,96
1276,124,133,101,687,125,1249,79,0,507,1187,947
733,1127,99,0,882,1204,847,481,601,0,122,933
1103,0,1551,229,126,1639,449,1130,75,897,1074,251
1056,745,1118,0,1318,86,1295,1275,650,1163,98,936
159,121,0,812,1243,1470,160,101,97,70,116,103
0,103,834,1093,0,405,852,660,1039,101,86,114
113,92,89,330,260,121,96,1736,80,122,1551,155
1485,910,86,1249,831,155,446,118,1267,0,917,94
0,122,1440,521,0,128,0,0,1274,842,117,378
245,90,121,686,866,608,1161,103,1771,101,104,1130
97,100,1529,76,274,379,1579,120,89,763,172,723
486,489,119,1228,1209,889,650,1678,109,457,85,131
132,92,410,89,724,1545,176,452,1090,1551,1295,102
504,0,131,1711,113,662,481,584,125,1226,143,1737
1009,1646,151,1012,104,477,145,124,537,1638,545,0
114,606,1429,0,358,0,1198,0,1485,120,589,179
841,0,123,0,96,904,120,114,0,145,503,1017
692,1171,115,466,663,1753,133,1264,134,1527,1016,103
75,1080,816,106,84,1362,1631,95,1339,100,895,101
1402,131,0,114,1408,169,86,125,115,851,359,1052
88,101,161,132,730,87,135,85,1236,132,93,170
785,95,97,1708,131,1010,1773,0,0,820,83,0
107,154,105,407,1113,1037,1295,1257,1639,89,701,116
1751,79,121,119,829,0,92,0,144,1572,394,97
131,318,402,697,1083,91,210,271,1065,89,0,1312
1336,1231,125,620,542,128,179,109,128,0,577,0
1126,1109,0,367,470,103,75,0,0,110,135,0
461,131,0,105,940,1111,210,1782,896,843,0,690
86,103,907,1755,95,954,113,88,523,127,133,0
1179,102,0,87,706,135,0,0,716,127,118,1242
329,1187,168,1090,113,103,134,115,94,1244,757,225
1603,963,112,1616,74,611,94,648,92,567,986,129
952,1705,515,165,1215,124,80,117,99,1259,939,100
0,103,673,1448,493,101,1727,1358,116,115,1404,106
1320,122,114,105,85,76,128,715,0,260,1364,0
106,236,122,1104,147,1274,1518,1713,1548,114,789,73
0,104,149,1296,762,112,180,0,146,137,99,179
132,176,163,0,1166,94,114,666,122,0,112,125
0,142,1024,613,114,588,591,988,81,135,885,709
0,1067,172,1678,279,0,1441,111,0,561,96,1629
72,1461,1129,0,89,121,1101,88,110,428,745,592
0,93,1122,553,143,0,1073,1389,101,79,1087,158
128,165,683,1137,974,1766,122,106,836,121,1613,822
1587,422,89,118,124,129,123,104,347,96,771,1248
1013,813,97,0,327,177,1099,360,472,110,419,885
282,369,1188,793,570,971,0,570,728,1068,958,1066
1658,393,827,670,113,878,116,1320,393,1076,799,408
807,148,90,113,843,122,1036,115,132,993,0,617
130,377,117,1577,132,119,1157,87,128,100,731,369
1333,1301,977,1211,317,89,1520,782,1347,789,130,679
0,537,1725,776,1118,1407,575,749,164,563,1642,175
108,124,1776,97,134,1593,327,1290,112,0,0,135
228,659,1470,796,123,101,102,118,721,260,112,0
1284,115,422,1688,117,81,1677,621,1277,146,1124,1066
112,79,1737,134,466,1441,962,387,577,666,1235,101
107,117,700,112,127,107,0,96,0,123,118,680
0,88,1106,0,91,595,87,990,1687,1728,125,126
1033,104,1335,690,111,0,0,1692,711,116,1450,0
463,132,595,163,152,1265,1541,237,178,150,472,862
110,102,0,411,1686,1610,608,1172,726,0,1352,760
134,91,719,164,85,786,1386,0,151,1490,0,102
1388,0,121,613,102,1707,1748,883,139,376,0,1444
795,1499,121,116,73,1301,103,138,123,358,116,1340
124,1402,1481,102,0,863,115,97,1139,1428,1286,1198
0,319,248,94,385,682,1023,120,0,384,0,127
0,0,173,895,117,122,87,1189,1366,0,86,0
253,954,1628,1212,839,175,1443,544,201,1128,73,1715
88,0,1196,1259,683,933,1397,1031,233,119,777,206
1107,167,1007,159,1537,125,404,0,621,1274,1770,734
221,0,145,70,133,87,1001,70,912,175,720,112
105,806,100,1298,1105,0,1408,134,1271,1691,0,100
925,123,1796,85,92,109,290,178,106,1218,920,131
96,1535,100,85,123,1367,82,680,396,613,103,1408
118,999,1761,107,1338,0,106,1581,1570,1147,158,1270
88,120,104,121,1493,131,853,1741,419,98,1586,93
225,0,97,94,1224,107,0,302,86,1588,0,660
114,1174,1679,150,1399,825,625,0,1188,102,1571,782
